order_id,user_id,order_timestamp,amount
12142,  3253  ,2024/05/03,500.50
10009,513,  2022-02-08  ,abc
250,1803,2023/08/17,
12851,  1891  ,,
14119,,  2023-12-15  ,732
7591,2520,,500.50
16634,  4897  ,  2024-10-06  ,
743,,22-09-2024,1253
10840,5369,01-12-2023,abc
5838,,2023/07/10,2116
625,  1192  ,29-04-2024,617
15684,,12-09-2024,500.50
671,3373,,3972
16334,3238,,500.50
9064,1613,20-03-2022,abc
1915,  4015  ,  2023-02-07  ,1308
16977,  635  ,04/14/2024,500.50
9386,  2154  ,  2024-02-08  ,4196
676,,05/07/2023,  1500  
500,,15-07-2022,2485
3885,1120,2022-10-28 00:00:00,500.50
19350,,,1235
14199,  5761  ,12/09/2023,287
14215,  4864  ,2022/01/18,  1500  
13234,5711,,  1500  
117,5597,15-11-2022,2858
8611,  2069  ,  2022-11-25  ,  1500  
18047,,2022-04-25 00:00:00,abc
13428,,07-12-2023,
14841,5860,08/21/2024,
17667,  5777  ,04/14/2024,500.50
13316,2785,,1181
82,5726,16-10-2024,  1500  
2950,,,  1500  
38,,2023/04/01,223
1531,  4706  ,  2024-08-03  ,abc
112,4660,  2023-09-28  ,  1500  
18064,  3881  ,2023-01-16 00:00:00,4946
1336,2982,,
16620,  2901  ,18-08-2022,1433
13785,1157,,abc
17794,3810,26-10-2024,abc
14161,3293,2024/12/12,4035
782,,2024/10/20,4988
10539,3101,08/05/2024,500.50
152,329,11/25/2023,4351
3798,5107,26-06-2023,4208
124,,2024-09-25 00:00:00,500.50
13862,3035,  2024-12-19  ,
600,  4106  ,,1289
10169,,07/15/2024,500.50
18162,,2024/01/19,  1500  
14781,  1438  ,  2024-09-10  ,620
11821,,,
15337,,05/17/2022,472
12197,729,2022-05-30 00:00:00,abc
14099,1917,08/01/2023,228
5489,4072,2024/07/11,500.50
15726,  3286  ,  2022-02-15  ,  1500  
12858,,2024/12/31,
18366,,05-08-2024,abc
515,,2024-06-17 00:00:00,1061
12202,,2022/03/15,2713
159,5180,01-08-2023,500.50
18267,,2024-06-09 00:00:00,1475
10567,,2024-07-15 00:00:00,abc
11174,2478,,4263
5476,,16-07-2022,abc
13594,1528,2023-11-12 00:00:00,523
12835,,07/30/2023,abc
1538,,06/01/2024,3892
1634,,18-06-2022,abc
3429,3561,2023-08-30 00:00:00,abc
15767,4444,03-09-2024,
10822,4432,02/12/2023,abc
13350,23,2024/07/05,  1500  
3046,  2401  ,2024-09-27 00:00:00,abc
4412,,  2022-08-21  ,500.50
8913,  3  ,12/25/2024,500.50
618,5389,2022-01-02 00:00:00,  1500  
2717,  1527  ,02/10/2024,  1500  
2183,,2023/06/26,
11235,,02/14/2022,  1500  
6952,5000,21-12-2023,abc
18014,  4113  ,12/20/2023,  1500  
267,,  2022-03-09  ,  1500  
11449,  3081  ,05-09-2022,  1500  
57,,10/19/2022,abc
5561,,  2024-12-19  ,
12374,,  2024-04-09  ,abc
19087,5898,2024/02/09,3293
5355,,,
1896,,2023/10/04,  1500  
17456,3641,29-12-2022,500.50
9509,,03/15/2022,  1500  
16899,,06-02-2024,959
14923,,2023-02-26 00:00:00,500.50
10700,1667,04/04/2022,  1500  
11092,1874,2022-02-01 00:00:00,abc
623,5735,,
4821,  3907  ,2024-10-25 00:00:00,abc
10289,  273  ,  2024-08-23  ,2922
2635,,2022-10-04 00:00:00,
8926,2732,,abc
1174,,27-09-2022,abc
19327,2887,2023/09/26,4828
12545,,,691
1841,,07/30/2023,500.50
239,  50  ,2023-08-09 00:00:00,3867
15837,1623,2022-11-17 00:00:00,500.50
382,2190,2024-02-25 00:00:00,880
12890,,07/16/2022,1241
13227,3813,2022/08/22,
3291,3010,11/04/2024,abc
2209,2350,06/29/2024,495
19890,4110,2024/06/13,4067
8484,,2022/03/23,500.50
3568,2894,  2023-07-05  ,2868
8846,5955,2024/07/14,  1500  
6738,  5586  ,2022/05/23,  1500  
15097,  3074  ,  2024-06-10  ,500.50
11608,4780,2024-09-27 00:00:00,2820
8536,,,500.50
346,,  2023-01-16  ,
13130,  1793  ,,3294
10711,964,05/16/2024,1774
4453,5158,2023/05/28,1966
11428,,09/06/2023,abc
1442,611,  2023-11-19  ,abc
14338,  5789  ,2022-07-28 00:00:00,3505
2577,3788,2024-02-14 00:00:00,
1805,  1172  ,,1429
6531,,2023/10/05,2224
17958,,  2022-04-12  ,abc
19,  863  ,2023-01-21 00:00:00,1643
16833,5134,2023-05-19 00:00:00,abc
1304,,13-08-2023,  1500  
9623,  3549  ,,287
13470,1199,2024-07-06 00:00:00,
10836,  4521  ,2024-02-07 00:00:00,  1500  
16996,,2023-11-06 00:00:00,  1500  
13521,  4786  ,03/03/2023,
3334,,05/30/2023,
8243,,07/12/2022,  1500  
15209,1735,05/04/2024,
6168,  3102  ,  2024-11-23  ,875
10217,  359  ,  2024-11-29  ,  1500  
380,  2610  ,09-07-2024,abc
13369,  3493  ,04-11-2022,
17066,5082,10/16/2023,500.50
14745,,2023-02-08 00:00:00,
8423,,04/14/2023,
13948,,12-09-2022,
12004,  5764  ,03/30/2022,abc
586,5330,2023/04/08,743
9562,  686  ,2024-08-14 00:00:00,500.50
5225,  1241  ,16-08-2022,
10910,  4812  ,07/12/2022,3655
18100,1843,2023/10/22,895
18712,  1824  ,2022-09-18 00:00:00,2611
8650,1742,19-05-2022,abc
13999,  4105  ,03/12/2023,abc
18843,,11/01/2022,500.50
15639,  2714  ,,500.50
18935,  1114  ,2024/09/28,500.50
6384,,2023-12-06 00:00:00,abc
702,  2880  ,  2022-03-12  ,1927
14857,,2024-11-26 00:00:00,1048
2706,,25-12-2024,  1500  
4391,,11-09-2024,2262
1562,  2148  ,2022/10/06,3502
1360,354,2023-06-29 00:00:00,abc
10533,,,4782
3045,  4643  ,,500.50
16255,  1788  ,,
8270,,2024/03/23,
16675,  4280  ,07/23/2024,
10611,,2023/09/07,abc
7739,,23-01-2022,500.50
663,,,500.50
11934,,,
10153,,05-02-2022,2827
2711,  1019  ,  2023-03-08  ,500.50
19702,5396,19-10-2022,500.50
15939,  5485  ,2023/02/25,
8159,  1585  ,2022/10/23,500.50
13004,  1902  ,2022/03/28,500.50
15916,  358  ,09/10/2022,4262
16934,  1340  ,  2023-03-05  ,4592
6375,  5643  ,03/14/2022,
9488,  755  ,,abc
7477,4330,09/04/2022,2766
4775,4813,10/10/2023,3810
15927,  786  ,  2023-06-24  ,1610
15478,1495,2024/03/15,
3183,4075,01/17/2024,3894
15029,,,500.50
12218,  1039  ,2022-10-25 00:00:00,4253
14655,799,  2022-03-08  ,  1500  
704,  2977  ,16-10-2024,124
272,  5042  ,  2024-08-12  ,1778
6064,  120  ,,3313
14580,  3976  ,2022/06/20,abc
1914,1699,03/18/2022,3369
692,  366  ,,500.50
17043,  2480  ,,abc
16055,,04/15/2023,
17707,  101  ,16-02-2024,  1500  
14560,5788,27-06-2024,abc
13453,912,01/04/2022,3507
9616,3603,,abc
12537,  702  ,07/30/2023,  1500  
3186,  5555  ,2024/07/18,500.50
4058,3054,10-09-2022,4184
5474,  4446  ,  2024-09-14  ,
14165,  5754  ,08-09-2022,500.50
10245,  4433  ,01/04/2022,
3592,1675,07/05/2023,
15635,,13-10-2022,500.50
5533,  409  ,2023-05-28 00:00:00,1126
2947,,,abc
6252,2635,,574
13509,  133  ,2023-05-23 00:00:00,3594
12422,  5077  ,2022-09-18 00:00:00,abc
11870,  1164  ,04/19/2024,abc
16959,,2024-06-20 00:00:00,  1500  
7934,  4014  ,  2023-03-28  ,
17854,,  2023-04-19  ,
14328,,16-02-2022,3534
8269,,27-07-2024,
15621,,24-02-2022,  1500  
15414,,  2023-04-19  ,405
12081,  1126  ,16-02-2024,  1500  
14212,  3221  ,2024/05/11,abc
19528,,07/17/2024,500.50
12259,1694,25-06-2023,  1500  
493,2814,,
8430,,2023-07-13 00:00:00,2882
1191,1269,,abc
932,631,2024-12-28 00:00:00,3178
7885,  4186  ,30-05-2024,500.50
12347,  153  ,12-03-2023,
1206,  4442  ,20-06-2022,3136
1684,,2024-06-27 00:00:00,4426
9871,2812,01/26/2023,  1500  
9600,,,262
6074,2216,2023/03/28,
5628,1233,19-04-2024,4495
12622,  4175  ,,  1500  
11274,  4351  ,10/02/2023,500.50
4142,3804,  2024-01-23  ,
2759,  4973  ,2022-11-21 00:00:00,  1500  
2867,2299,2023/04/11,500.50
19992,  132  ,2023-02-01 00:00:00,abc
9227,,10-09-2022,4321
6310,  1055  ,05-06-2023,  1500  
19031,5676,12/26/2024,
11487,,2023-07-01 00:00:00,
1377,5157,2023/06/19,abc
19344,821,2024-06-25 00:00:00,231
2301,,2022/08/22,  1500  
15320,  782  ,,abc
12773,1593,11/01/2022,500.50
5351,  1049  ,27-09-2023,500.50
6054,,,
17534,  4652  ,,  1500  
12973,,08-04-2023,2675
10852,,05-12-2022,  1500  
12512,2726,2023-07-21 00:00:00,500.50
14867,,2023/08/07,
16082,  2352  ,26-08-2022,123
19837,  4421  ,11-04-2023,1774
668,2034,10/06/2023,500.50
285,,,  1500  
12314,5596,2024-12-13 00:00:00,500.50
18686,,30-06-2023,
8171,  468  ,01/27/2023,545
19187,,2022/09/20,abc
3468,3391,,424
14531,,  2022-02-14  ,2635
3327,2295,04/03/2022,3756
17978,  1381  ,,3718
19285,  4602  ,2024/06/17,906
3382,  3279  ,,  1500  
8892,  3715  ,2022/03/28,
19706,346,2022-06-19 00:00:00,
2995,  1874  ,01/19/2024,
16069,,08/28/2022,4143
3750,  3640  ,12/19/2024,4187
9674,2475,2023-09-09 00:00:00,
9677,1354,  2022-01-21  ,  1500  
2008,4749,  2024-03-10  ,2071
14157,  858  ,  2023-09-05  ,500.50
19643,646,2023/04/08,abc
15217,,2024-02-14 00:00:00,500.50
7136,,2024/04/18,500.50
8593,,  2024-01-05  ,  1500  
15165,5019,,500.50
9080,  2100  ,2022/03/15,2938
7463,,  2024-02-25  ,4093
5508,,,500.50
10373,,2024-11-16 00:00:00,4269
12243,,,1963
555,,  2023-12-29  ,
17110,2034,03/03/2023,  1500  
2172,  4051  ,  2022-12-16  ,  1500  
9086,,12/08/2024,
3896,,2024-02-24 00:00:00,abc
6700,4736,06/17/2024,  1500  
7814,,05/03/2024,
7784,2640,2023-10-25 00:00:00,
17104,5026,10/13/2023,  1500  
4652,  5888  ,  2023-10-14  ,500.50
983,1903,27-08-2022,
14797,1290,2022/12/20,4442
2836,1519,,3750
8529,,12-09-2024,  1500  
9572,3077,  2023-09-30  ,abc
14530,11,2024-07-11 00:00:00,
2297,  3941  ,,4069
13546,  3917  ,  2023-05-21  ,
4776,,22-04-2024,abc
391,,19-10-2024,1124
3821,,2022-09-13 00:00:00,500.50
14545,  498  ,02/09/2024,  1500  
8720,  1966  ,30-05-2023,abc
4659,4330,2023/07/30,3360
19533,3545,  2024-06-16  ,4929
3342,300,2022-03-20 00:00:00,  1500  
5229,  2432  ,,
7921,1335,2024-05-29 00:00:00,500.50
1986,  708  ,2024/11/07,
16226,  5089  ,08/29/2024,500.50
11517,2293,2024-05-01 00:00:00,4615
6221,  3834  ,04-02-2024,2123
19618,  129  ,2022-07-29 00:00:00,abc
19301,,2022/02/21,  1500  
15562,  3832  ,2024/06/27,500.50
10253,1039,06/16/2023,3197
6732,,02/16/2024,
10967,,2022-10-19 00:00:00,3792
12540,,2024/04/21,
13449,4618,01-04-2022,
6619,  3991  ,01/07/2024,2573
13774,,2024/08/24,2001
19432,,01/14/2022,500.50
2044,  5623  ,,abc
17257,  5487  ,  2023-09-01  ,500.50
16030,,  2024-05-10  ,500.50
14284,  3770  ,17-12-2022,  1500  
16799,3144,,500.50
786,,,abc
14246,2735,10-07-2024,3055
7440,2249,2022-07-20 00:00:00,4962
7723,5065,05-01-2024,1205
13515,,2022-11-17 00:00:00,abc
13573,,05/17/2022,500.50
8858,,2023/11/29,1690
4029,847,  2023-05-04  ,500.50
6686,5097,17-02-2023,1604
13856,49,,  1500  
1590,,,570
1639,,  2022-08-27  ,500.50
16562,  913  ,14-08-2023,abc
10988,,2022-10-04 00:00:00,3826
13571,2393,10/04/2023,  1500  
6842,,,500.50
16847,,,abc
6933,3174,2024/09/03,500.50
11780,,02/16/2022,589
19675,  5714  ,05/04/2023,  1500  
17528,1864,18-07-2024,3481
11655,,07-01-2023,  1500  
7360,,  2023-12-14  ,  1500  
4625,4423,,
407,  1102  ,09/20/2022,
16632,  1279  ,2023-03-17 00:00:00,3081
3349,  822  ,,500.50
13434,5088,2022/05/06,2389
15046,5000,,528
19895,  1153  ,2023/10/28,500.50
9817,,05-10-2023,abc
1063,  5543  ,  2023-11-05  ,
10896,  805  ,02-11-2024,  1500  
16093,5260,  2023-02-07  ,abc
16749,,2023/12/23,500.50
12330,4772,01-10-2022,358
5686,4545,09/22/2023,abc
837,  4280  ,2023/02/17,500.50
17827,  5495  ,  2023-02-19  ,
16757,3740,  2022-08-10  ,  1500  
8784,,  2024-07-19  ,abc
8134,5329,  2024-09-08  ,3698
11799,4871,2023-10-04 00:00:00,500.50
18688,,2023/03/12,  1500  
3372,,20-11-2022,
10915,,2023/01/22,167
434,,  2022-02-20  ,3126
954,,2022/03/01,500.50
12440,  5177  ,2024/12/24,3622
2768,,06/10/2024,500.50
17250,  2571  ,07/18/2024,1466
6978,4670,09/05/2024,
5731,5181,09-06-2024,abc
3386,  4881  ,08-03-2024,4268
9340,  899  ,12/08/2023,abc
4006,,07-08-2024,  1500  
16280,1813,  2023-11-19  ,697
6186,  4875  ,19-07-2024,4019
6642,  4731  ,2023-09-28 00:00:00,4008
198,,29-07-2022,  1500  
7155,,11/23/2023,
19932,,23-04-2022,3544
9951,,,500.50
7398,,19-02-2022,  1500  
48,1839,2023/04/17,4348
11,,,
15552,3223,11/29/2024,1935
15962,,  2024-03-28  ,1237
3415,  5558  ,2023/05/05,
1369,  3807  ,10/30/2024,abc
18182,,2023/03/17,3252
5597,2838,2023/04/14,
3023,,,
15820,,2023/12/04,500.50
17109,442,  2023-11-04  ,
14983,,06/18/2023,
12947,2372,2024-06-15 00:00:00,500.50
1212,  5745  ,  2022-10-08  ,2068
16523,  815  ,  2022-05-12  ,2844
9675,4049,  2022-07-03  ,abc
8850,5061,2022-12-13 00:00:00,1645
2466,675,06-06-2023,
16658,  3245  ,  2024-05-18  ,
12562,,,
7895,  765  ,,  1500  
2565,,04/26/2023,500.50
7066,5469,2023/06/06,2469
19549,  4679  ,,
13287,,05/16/2022,3998
698,5154,,
2770,599,12-10-2022,
11504,,  2023-04-12  ,500.50
751,858,01/29/2024,
9496,  5866  ,2024-11-06 00:00:00,
14822,,2022/02/03,
4854,438,09-06-2024,500.50
13694,4883,2022/05/21,
4476,2865,  2023-05-17  ,500.50
1449,  371  ,01/16/2022,
7570,  539  ,11/29/2023,500.50
5733,3297,07-02-2024,abc
18371,5959,2024-07-15 00:00:00,3629
3510,,16-10-2024,3298
831,  465  ,12/24/2022,
18836,,  2024-09-26  ,  1500  
11975,  3236  ,2024-02-17 00:00:00,
16574,3168,01/14/2024,abc
14771,  2602  ,  2024-06-25  ,  1500  
16891,  3067  ,,abc
9210,,18-05-2024,4091
10180,5973,,
5575,  841  ,10-05-2024,  1500  
18280,  2563  ,,  1500  
4693,,09/16/2023,  1500  
9188,3376,2024-06-16 00:00:00,3838
19827,,2022-12-03 00:00:00,500.50
12360,2870,2022-07-04 00:00:00,abc
9514,112,07/25/2023,  1500  
13627,,  2024-05-23  ,abc
4411,,2022-07-14 00:00:00,3670
12881,  3143  ,2022-11-26 00:00:00,3953
80,603,2022-08-29 00:00:00,498
3289,2897,,
17543,  1207  ,,  1500  
9284,,  2022-09-30  ,4116
898,2979,11/25/2023,abc
4653,  5955  ,,4906
7648,  3549  ,,500.50
9317,,2022-09-05 00:00:00,
3457,  5945  ,2022/01/03,4921
597,  5288  ,,  1500  
15878,  4369  ,06/08/2023,
229,34,,500.50
17577,498,2024-03-09 00:00:00,500.50
1869,2020,  2022-05-25  ,  1500  
15306,  2850  ,,2560
16275,  3689  ,,abc
5462,  4575  ,  2024-01-21  ,1266
2412,1251,02-02-2023,2844
612,3667,26-07-2022,690
18308,  3484  ,07/26/2022,500.50
1162,710,11-03-2023,500.50
1316,4750,2022/05/28,661
19231,,01/07/2022,
6641,3420,2024-11-15 00:00:00,abc
6789,  2433  ,,4843
6709,  1646  ,2024-06-02 00:00:00,  1500  
19424,,07/05/2023,822
5994,,,  1500  
1308,,2024/04/04,500.50
14687,4369,2022/05/13,abc
10101,2250,2024/12/25,1981
13831,  2540  ,08/10/2024,952
6193,1015,10/26/2023,abc
14162,,,3397
4059,2211,2022-04-26 00:00:00,500.50
13848,  4861  ,2024/02/26,abc
4005,2275,04-09-2023,abc
19298,,  2023-12-11  ,abc
12709,1998,12/11/2023,500.50
383,,2023/04/04,687
8652,,12/10/2024,abc
3736,,18-03-2022,1835
16812,,09/21/2023,500.50
1951,,,500.50
6087,  897  ,2023-02-28 00:00:00,
15111,489,08/04/2024,343
6249,,2023/03/13,
9090,  1359  ,2023-05-08 00:00:00,
8462,  4762  ,,  1500  
15698,  5795  ,30-10-2024,2678
6915,,2022/02/23,abc
9356,  3314  ,03/10/2022,abc
11462,,28-06-2022,500.50
12162,  5450  ,31-08-2023,500.50
5353,  3167  ,06/08/2022,  1500  
12725,,2023-11-04 00:00:00,
11141,,,2712
802,,16-06-2022,500.50
190,5097,2024-08-01 00:00:00,3196
8640,5044,14-02-2022,abc
1408,2701,  2022-04-04  ,500.50
8800,  1541  ,13-03-2023,2163
12732,  5173  ,25-08-2022,  1500  
6185,  2955  ,01/09/2023,500.50
9734,  4173  ,2024-07-27 00:00:00,500.50
3603,  5511  ,01/15/2022,  1500  
19098,,08-06-2022,abc
17356,  5301  ,2022-08-27 00:00:00,abc
3686,2388,06/23/2022,3915
660,,02/17/2024,3661
10248,,2024-03-08 00:00:00,500.50
1563,5673,07/05/2022,  1500  
3396,  5968  ,06/28/2022,abc
269,,2024-02-19 00:00:00,abc
10953,  2641  ,,
12412,,2023/07/16,
15349,,,500.50
8127,585,06/29/2023,abc
14373,,2024-07-21 00:00:00,500.50
2524,,02/02/2023,  1500  
1417,  2788  ,2022/12/13,500.50
2202,1838,  2024-03-02  ,
6395,,,500.50
18724,2632,2022/09/22,3204
7326,  2894  ,2023/01/09,500.50
16395,  2003  ,2023/07/02,
3953,,  2023-02-07  ,877
25,,05/01/2022,  1500  
4540,3775,12/10/2022,
13006,1126,2022/12/22,500.50
1831,  4232  ,2022-09-30 00:00:00,
5335,,09/10/2023,917
9117,,2023-02-15 00:00:00,abc
16966,,2022-05-31 00:00:00,3734
14115,  3348  ,,abc
5640,  2137  ,2022-05-21 00:00:00,888
13923,4864,2023/08/16,2781
14863,1391,06/07/2024,500.50
10079,  756  ,13-12-2024,  1500  
4101,1396,28-02-2023,
3432,,,  1500  
14637,  3985  ,08/12/2024,150
9978,,2023-01-02 00:00:00,1642
2085,  2621  ,,1639
16849,  794  ,2024/12/19,2278
3710,5971,2023-06-28 00:00:00,500.50
4471,,2024-08-11 00:00:00,4604
10518,2179,25-02-2022,4538
6363,  452  ,03/27/2022,  1500  
1835,4384,  2022-09-13  ,500.50
14076,2751,05/31/2022,  1500  
15185,  2029  ,2024-07-27 00:00:00,500.50
14086,  728  ,06/16/2024,
18329,101,04-06-2023,1559
4922,5763,2022-06-27 00:00:00,  1500  
1459,3075,  2022-09-26  ,
7129,2672,12/29/2022,1739
8075,  2424  ,05/13/2024,  1500  
10074,,23-01-2023,500.50
8767,,05-12-2023,  1500  
17317,  3573  ,  2022-11-28  ,500.50
6989,4858,15-04-2024,  1500  
8305,  3688  ,,2666
12028,,09/03/2022,abc
12276,,08-03-2024,abc
14109,1353,2022-04-18 00:00:00,3163
10996,,2024-01-28 00:00:00,2460
8,  1247  ,2022-03-27 00:00:00,  1500  
8855,  5527  ,2023/01/25,395
11025,1955,2023-07-15 00:00:00,abc
4060,5822,  2024-04-28  ,abc
1730,,2022-03-20 00:00:00,abc
11050,  1099  ,  2023-12-22  ,abc
13376,  4504  ,,1301
3850,,05/26/2023,  1500  
15628,5465,,  1500  
2303,  3731  ,2024-09-17 00:00:00,4688
900,1674,05/04/2023,2985
4839,2586,2022-10-15 00:00:00,  1500  
11727,,,abc
721,4122,2024/08/09,1072
8925,,,500.50
192,,02/20/2022,
5319,,  2022-04-23  ,
15487,,11/26/2022,
15205,,  2023-05-30  ,1812
3211,2485,08/29/2024,500.50
13,  3224  ,19-03-2022,  1500  
19039,,,
2693,3291,2024/09/25,abc
7958,  3724  ,04/07/2023,723
5685,,2023-05-21 00:00:00,500.50
6510,  2971  ,,2243
15181,2932,2023-04-30 00:00:00,3588
6662,,18-11-2023,4317
17711,  4111  ,01/01/2024,3580
11118,4298,2022/12/23,  1500  
13066,,2022-08-04 00:00:00,500.50
10805,  2483  ,18-08-2024,
11481,,04-04-2023,2430
4246,  5937  ,24-09-2022,abc
15695,1868,05-04-2023,500.50
742,5900,11-10-2024,  1500  
1461,  5088  ,07-07-2024,500.50
4584,  4675  ,  2023-05-03  ,1124
1636,  4265  ,  2024-11-05  ,  1500  
3928,,  2024-12-21  ,500.50
5210,70,08/31/2023,abc
10780,4128,11/20/2023,  1500  
18699,,,500.50
14748,,2022-04-05 00:00:00,abc
7898,  3214  ,2022-07-09 00:00:00,
447,4271,2023/10/31,abc
935,  69  ,2022-11-01 00:00:00,500.50
11139,  4906  ,06/11/2024,  1500  
19192,,02/08/2024,2003
9801,,2023/04/23,  1500  
11856,,2022-12-19 00:00:00,2829
9503,465,  2024-06-06  ,
1111,4049,2022/03/14,2682
2457,  3655  ,  2022-07-17  ,1622
16960,,,
16072,2020,07-10-2023,abc
15982,,01-12-2024,abc
2845,  5964  ,2022/03/14,
836,,07/02/2023,2408
15804,1464,12/31/2024,500.50
13982,1562,2023/03/08,abc
2186,  4058  ,02-03-2022,
18203,4405,02/11/2022,500.50
15134,  3415  ,2023/04/07,500.50
7793,,  2023-09-16  ,
9491,,2023-11-23 00:00:00,abc
1125,3998,2023-09-07 00:00:00,abc
14124,,29-10-2022,500.50
16914,,2022-12-03 00:00:00,500.50
18144,  1456  ,2022/09/10,
12823,,,500.50
16710,3156,08/17/2022,500.50
12969,  3052  ,2024-01-29 00:00:00,527
16912,,12/24/2024,
13799,569,2024-01-08 00:00:00,1749
5187,,,4500
707,,2024/01/23,4022
1426,,02/06/2024,abc
14278,,02/20/2023,abc
17236,4546,03-11-2022,1006
16125,  1143  ,27-02-2023,1125
9525,  1273  ,,
13516,2884,2024-07-10 00:00:00,abc
9266,3271,  2024-03-30  ,  1500  
9666,2937,2023-05-10 00:00:00,2409
10294,,10-02-2022,500.50
16631,1276,  2022-09-25  ,1456
328,,2024-09-11 00:00:00,1589
13084,1035,  2024-12-09  ,  1500  
10054,  2021  ,  2022-04-02  ,abc
1036,  5877  ,04/16/2022,
2476,5094,,  1500  
18336,  2324  ,,500.50
7865,,09/25/2024,3410
18859,  5162  ,11/24/2024,3586
18889,,17-10-2022,1139
6676,2218,09/21/2024,abc
15870,5571,,500.50
17234,  2542  ,  2024-07-20  ,2644
10149,  3299  ,  2022-05-21  ,
7134,5846,07/03/2023,  1500  
5671,  3879  ,2024/06/04,abc
15269,  5823  ,2022/01/16,abc
17913,  5070  ,12/23/2022,500.50
527,  5893  ,2024/11/28,abc
12893,2115,20-09-2024,2325
12755,  190  ,12/30/2023,500.50
15426,1765,,766
15386,  742  ,,2464
17239,  1020  ,  2024-05-21  ,
5873,,,4007
5347,1286,15-05-2024,abc
593,,2023/12/08,
16148,2479,,
3205,2123,01/29/2022,2347
12782,,2023/11/12,500.50
15754,  4944  ,  2022-01-15  ,abc
17191,  5138  ,2023-05-11 00:00:00,  1500  
2090,,19-09-2023,500.50
17159,  4389  ,2024/09/05,abc
6354,2705,02/20/2024,  1500  
3069,  1119  ,29-03-2024,220
611,1209,2024/07/19,500.50
14654,  3069  ,2023-06-11 00:00:00,abc
10344,,,500.50
5049,  3369  ,06/22/2024,2277
701,  1286  ,,500.50
18533,,01/06/2023,2524
4430,2781,  2024-03-31  ,4265
15034,5539,2023/09/07,596
15076,  5852  ,2022-06-20 00:00:00,abc
4728,  4590  ,,1386
4864,,12/23/2024,3713
10997,,28-10-2023,500.50
9906,  5623  ,2023/09/09,abc
3197,,2022-06-23 00:00:00,abc
18919,,,2635
9565,4538,02/10/2022,  1500  
9664,4799,01-01-2024,500.50
18928,4848,2022/09/15,1162
5136,  35  ,,4869
10771,  673  ,2024/11/26,500.50
7678,  1679  ,,500.50
10315,,12/25/2024,abc
8378,,  2022-02-15  ,500.50
4882,,,3008
10608,,2022/12/16,4486
10047,  1342  ,22-04-2024,abc
6242,,2022/04/10,  1500  
2544,1471,,500.50
4279,,2022/05/25,4095
883,  4102  ,2024/08/23,  1500  
155,1628,07-08-2022,500.50
8786,,11-08-2022,1769
2266,  1858  ,2024-12-15 00:00:00,500.50
13804,  3183  ,15-12-2022,abc
19901,,2024-03-13 00:00:00,
13382,267,  2023-05-29  ,2780
10583,  4368  ,2022/08/27,500.50
5402,3405,  2022-08-14  ,abc
15107,,  2023-04-11  ,
13017,,02/27/2024,abc
1028,,05/30/2023,1610
15920,,,  1500  
4229,935,2022-01-26 00:00:00,abc
4224,2952,2023/07/16,
12827,3180,2023/01/07,
7614,  5297  ,05/07/2022,4709
1005,  943  ,2022-07-19 00:00:00,1996
12063,1192,,
18513,  530  ,2022/03/17,500.50
199,  2049  ,12/30/2022,
567,  2190  ,  2022-01-13  ,1091
16642,  5937  ,02/27/2024,3806
5307,  100  ,07-06-2024,abc
14785,1708,2023-08-04 00:00:00,abc
19029,  4752  ,28-10-2024,  1500  
5959,2503,01/04/2024,1368
19776,2713,01/19/2022,  1500  
7967,5206,07-01-2024,  1500  
1572,  5312  ,,
18268,3340,2022/08/08,3695
17696,4179,11-09-2023,1547
11688,,,500.50
4761,1378,16-08-2023,
11243,5634,10-06-2023,610
14489,  3868  ,2023-11-19 00:00:00,500.50
937,3690,  2023-01-10  ,4788
4449,  4715  ,,802
11282,,2023/06/17,
13126,2436,2024-01-28 00:00:00,
15699,2468,,abc
1414,3524,2022/10/23,abc
12677,,2023-06-21 00:00:00,2998
16286,1227,2024-02-01 00:00:00,
12234,  3743  ,,
15330,  3108  ,  2022-12-13  ,500.50
13696,3369,2023-09-13 00:00:00,3581
12932,,2023/06/13,
8095,3155,  2022-09-27  ,
8756,  4851  ,07/02/2023,abc
4396,  460  ,12-06-2023,3964
13002,,  2024-12-08  ,
15208,  4642  ,2023/09/04,840
11112,,09/18/2023,500.50
10646,,2022-05-09 00:00:00,abc
8702,,  2022-04-01  ,  1500  
14534,5925,,
12383,4962,,3663
6470,  4119  ,2023-07-27 00:00:00,500.50
1455,776,2023-07-19 00:00:00,287
15899,  927  ,14-01-2022,500.50
1943,  2571  ,20-07-2024,
11032,  1335  ,  2023-01-13  ,abc
16207,,,136
6518,2468,2023-07-27 00:00:00,500.50
18429,  1633  ,,183
11597,  5162  ,06/20/2024,1973
1505,2152,2023-09-28 00:00:00,1478
4875,  4620  ,  2024-05-30  ,500.50
3227,  5697  ,11/21/2022,500.50
538,  4748  ,,2888
5830,,,abc
10368,  5762  ,05/06/2024,abc
2404,5931,,abc
5112,,,500.50
8246,3918,2023/08/25,2242
5496,4832,2024/12/31,500.50
10379,  4439  ,23-08-2022,500.50
15276,,  2022-01-29  ,3711
6050,576,  2023-03-25  ,abc
8448,,24-06-2023,abc
16375,1707,2024-10-14 00:00:00,  1500  
6286,  577  ,31-05-2024,
3676,1728,  2024-09-03  ,3226
297,  2055  ,09-09-2024,845
2480,  4860  ,03/24/2022,500.50
18405,3420,06/22/2022,2508
5428,  5087  ,,  1500  
